"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","hom","ExactDate","DFstatus","codes","date","status"
3012,3012,20831,1,"fagr",216,20.3,313.5,235806,3,111,"1.3","8/30/2018","alive","NULL",21426,"A"
3014,3014,20833,1,"caovl",216,23.2,316.89999,235808,3,640,"1.3","8/30/2018","alive","NULL",21426,"A"
3018,3018,20837,1,"caovl",216,28,317,235812,3,164,"1.3","8/30/2018","alive","NULL",21426,"A"
3020,3020,20839,1,"cato",216,31.9,310.10001,235814,3,116,"1.3","8/30/2018","alive","NULL",21426,"A"
3023,3023,20842,1,"cagl",216,34.4,313.60001,235817,3,390,"1.3","8/30/2018","alive","NULL",21426,"A"
3028,3028,20847,1,"fagr",216,37.5,314.60001,235822,3,131,"1.3","8/30/2018","alive","NULL",21426,"A"
3029,3029,20848,1,"cato",216,40,314.79999,235823,3,228,"1.3","8/30/2018","alive","NULL",21426,"A"
3034,3034,22001,1,"caca",217,20.3,324.29999,235973,3,126,"1.3","8/30/2018","alive","I",21426,"A"
3035,3035,22002,1,"fagr",217,22.5,324.29999,235974,3,119,"1.3","8/30/2018","alive","NULL",21426,"A"
3037,3037,22004,1,"litu",217,28.6,321.70001,235976,3,842,"1.3","8/30/2018","alive","M",21426,"A"
3040,3040,22007,1,"fagr",217,26.8,325.70001,235980,3,117,"1.3","8/30/2018","alive","NULL",21426,"A"
3044,3044,22011,1,"cato",217,33.2,321.10001,235984,3,114,"1.3","8/30/2018","alive","NULL",21426,"A"
3046,3046,22013,1,"fagr",217,36.3,321.89999,235986,3,140,"1.3","8/30/2018","alive","NULL",21426,"A"
3050,3050,22017,1,"cagl",217,34.1,326.20001,235991,3,420,"1.3","8/30/2018","alive","NULL",21426,"A"
3051,3051,22018,1,"fagr",217,31.3,329.79999,235992,3,155,"1.3","8/30/2018","alive","M",21426,"A"
3057,3057,22026,1,"quru",217,39.6,331.60001,236002,3,742,"1.3","8/30/2018","alive","NULL",21426,"A"
3058,3058,22027,1,"litu",217,39.9,332.5,236003,3,144,"1.3","8/30/2018","alive","NULL",21426,"A"
3062,3062,22031,1,"qupr",217,35.7,337.79999,236009,3,736,"1.3","8/30/2018","alive","NULL",21426,"A"
3064,3064,22033,1,"cato",217,33.5,334.60001,236011,3,104,"1.3","8/30/2018","alive","NULL",21426,"A"
3065,3065,22034,1,"cagl",217,23.1,330.10001,236012,3,350,"1.3","8/30/2018","alive","NULL",21426,"A"
3067,3067,22036,1,"cato",217,27.6,332.89999,236014,3,390,"1.3","8/30/2018","alive","NULL",21426,"A"
3070,3070,22039,1,"caca",217,26.7,339.20001,236017,3,160,"0.77","8/30/2018","alive","B;I",21426,"A"
3072,3072,22041,1,"litu",217,21.8,339,236019,3,850,"1.3","8/30/2018","alive","NULL",21426,"A"
3077,3077,22046,1,"cato",218,25.8,346.89999,235829,3,218,"1.3","8/30/2018","alive","NULL",21426,"A"
3079,3079,22048,1,"qupr",218,27.6,345,235832,3,660,"1.3","8/30/2018","alive","NULL",21426,"A"
3086,3086,22055,1,"litu",218,38,340.20001,235840,3,136,"1.3","8/30/2018","alive","NULL",21426,"A"
3087,3087,22056,1,"tiam",218,35.6,345.79999,235841,3,378,"1.3","8/30/2018","alive","NULL",21426,"A"
3088,3088,22057,1,"caca",218,35.2,345.79999,235842,3,116,"1.3","8/30/2018","alive","NULL",21426,"A"
3090,3090,22059,1,"tiam",218,32.4,349.79999,235845,3,178,"1.3","8/30/2018","alive","NULL",21426,"A"
3091,3091,22060,1,"tiam",218,31.2,347.89999,235846,3,164,"1.3","8/30/2018","alive","NULL",21426,"A"
3092,3092,22061,1,"fagr",218,31.6,344.89999,235847,3,136,"1.3","8/30/2018","alive","NULL",21426,"A"
3094,3094,22063,1,"litu",218,34.4,350.5,235849,3,658,"1.3","8/30/2018","alive","NULL",21426,"A"
3095,3095,22064,1,"qupr",218,38.4,357.70001,235850,3,711,"1.3","8/30/2018","alive","NULL",21426,"A"
3096,3096,22065,1,"nysy",218,35.3,358.60001,235851,3,395,"1.3","8/30/2018","alive","NULL",21426,"A"
3097,3097,22066,1,"fagr",218,32.5,355.39999,235852,3,125,"1.3","8/30/2018","alive","NULL",21426,"A"
3101,3101,22070,1,"cato",218,22.3,351.39999,235856,3,718,"1.3","8/30/2018","alive","NULL",21426,"A"
3103,3103,22072,1,"caovl",218,27.5,351.20001,235858,3,135,"1.3","8/30/2018","alive","NULL",21426,"A"
3107,3107,22076,1,"qupr",218,22.2,356.20001,235862,3,158,"1.3","8/30/2018","alive","NULL",21426,"A"
3108,3108,22077,1,"qupr",218,20.7,355.5,235863,3,140,"1.3","8/30/2018","alive","NULL",21426,"A"
3112,3112,22081,1,"caca",219,26.9,360.10001,236022,3,109,"1.3","8/30/2018","alive","NULL",21426,"A"
3113,3113,22082,1,"qupr",219,27.4,365.29999,236023,3,393,"1.3","8/30/2018","alive","NULL",21426,"A"
3115,3115,22084,1,"qupr",219,29.7,367.20001,236026,3,158,"1.3","8/30/2018","alive","NULL",21426,"A"
3117,3117,22086,1,"caovl",219,23.4,369.79999,236028,3,266,"1.3","8/30/2018","alive","NULL",21426,"A"
3122,3122,22091,1,"caovl",219,21.5,361.79999,236033,3,112,"1.3","8/30/2018","alive","NULL",21426,"A"
3126,3126,22095,1,"nysy",219,33.3,362.20001,236037,3,298,"1.3","8/30/2018","alive","I",21426,"A"
3128,3128,22097,1,"litu",219,32.9,365,236041,3,620,"1.3","8/30/2018","alive","NULL",21426,"A"
3131,3131,22100,1,"acru",219,36.7,372.5,236044,3,165,"1.3","8/30/2018","alive","NULL",21426,"A"
3132,3132,22101,1,"quru",219,35.4,375.29999,236045,3,656,"1.3","8/30/2018","alive","NULL",21426,"A"
3141,3141,22111,1,"tiam",219,29.6,374.20001,236057,3,349,"1.3","8/30/2018","alive","NULL",21426,"A"
3144,3144,22114,1,"caca",219,22.8,373.20001,236060,3,145,"1.3","8/30/2018","alive","M",21426,"A"
3149,3149,22119,1,"tiam",220,23.5,385.79999,235872,3,153,"1.3","8/30/2018","alive","L",21426,"A"
3151,3151,22121,1,"nysy",220,36.5,383.89999,235874,3,164,"1.3","8/30/2018","alive","NULL",21426,"A"
3153,3153,22124,1,"nysy",220,38.1,386.60001,235880,3,133,"1.3","8/30/2018","alive","NULL",21426,"A"
3154,3154,22125,1,"cato",220,34.2,389.39999,235881,3,172,"1.3","8/30/2018","alive","NULL",21426,"A"
3156,3156,22127,1,"cagl",220,33.6,384.39999,235883,3,390,"1.3","8/30/2018","alive","NULL",21426,"A"
3158,3158,22129,1,"cato",220,29.9,384.29999,235885,3,270,"1.3","8/30/2018","alive","NULL",21426,"A"
3161,3161,22132,1,"juni",220,34.1,398.89999,235888,3,191,"1.3","8/30/2018","alive","NULL",21426,"A"
3163,3163,22134,1,"tiam",220,32.1,394.89999,235891,3,147,"1.3","8/30/2018","alive","NULL",21426,"A"
3164,3164,22135,1,"qual",220,29.2,391.20001,235892,3,486,"1.3","8/30/2018","alive","NULL",21426,"A"
3167,3167,22138,1,"quve",220,21,400,235895,3,555,"1.3","8/30/2018","alive","NULL",21426,"A"
3168,3168,22139,1,"tiam",220,20.2,399,235896,3,149,"1.3","8/30/2018","alive","I",21426,"A"
3170,3170,22141,1,"tiam",221,21.9,401.20001,235898,3,142,"1.3","8/30/2018","alive","NULL",21426,"A"
3173,3173,22144,1,"litu",221,28,400.79999,235901,3,797,"1.3","8/30/2018","alive","NULL",21426,"A"
3179,3179,22150,1,"tiam",221,27,408,235909,3,138,"1.3","8/30/2018","alive","NULL",21426,"A"
3180,3180,22151,1,"tiam",221,21.6,405.29999,235910,3,184,"1.3","8/30/2018","alive","NULL",21426,"A"
3183,3183,22155,1,"tiam",221,39.1,414.70001,235913,3,127,"1.3","8/30/2018","alive","NULL",21426,"A"
3184,3184,22156,1,"tiam",221,39.8,415.10001,235914,3,187,"1.3","8/30/2018","alive","NULL",21426,"A"
3186,3186,22158,1,"caca",221,37.6,418.60001,235916,3,101,"1.3","8/30/2018","alive","NULL",21426,"A"
3190,3190,22162,1,"quve",221,24.2,412.10001,235920,3,507,"1.3","8/30/2018","alive","M",21426,"A"
3193,3193,22166,1,"tiam",221,25.7,413.29999,235925,3,568,"1.3","8/30/2018","alive","NULL",21426,"A"
3195,3195,22168,1,"qual",221,26,412.89999,235927,3,105,"1.3","8/30/2018","alive","NULL",21426,"A"
3197,3197,22170,1,"litu",221,27.9,413.79999,235929,3,1149,"1.3","8/30/2018","alive","NULL",21426,"A"
3199,3199,22172,1,"tiam",221,29.8,419.39999,235931,3,393,"1.3","8/30/2018","alive","NULL",21426,"A"
3200,3200,22173,1,"nysy",221,25.5,417.10001,235932,3,151,"1.3","8/30/2018","alive","NULL",21426,"A"
3205,3205,22178,1,"tiam",222,26.3,422.5,237815,3,335,"1.3","8/30/2018","alive","M",21426,"A"
3206,3206,22179,1,"tiam",222,29,423.39999,237817,3,249,"1.3","8/30/2018","alive","NULL",21426,"A"
3207,3207,22180,1,"caca",222,23,421.89999,237818,3,110,"1.3","8/30/2018","alive","L;M",21426,"A"
3212,3212,22186,1,"tiam",222,37,427.5,237828,3,370,"1.3","8/30/2018","alive","M",21426,"A"
3214,3214,22189,1,"caovl",222,36.7,429.10001,237832,3,103,"1.3","8/30/2018","alive","NULL",21426,"A"
3221,3221,22196,1,"caca",222,35.4,430.70001,237840,3,125,"1.3","8/30/2018","alive","M",21426,"A"
3230,3230,22205,1,"fram",222,36.2,439.60001,237853,3,143,"1.3","8/30/2018","alive","NULL",21426,"A"
3231,3231,22206,1,"tiam",222,33.1,440,237854,3,303,"1.3","8/30/2018","alive","NULL",21426,"A"
3232,3232,22207,1,"fram",222,30.8,434.5,237855,3,345,"1.3","8/30/2018","alive","NULL",21426,"A"
3234,3234,22209,1,"saal",222,21.1,430.39999,237857,3,129,"1.3","8/30/2018","alive","NULL",21426,"A"
3235,3235,22210,1,"caca",222,21.8,430.10001,237858,3,119,"1.3","8/30/2018","alive","NULL",21426,"A"
3238,3238,22214,1,"acru",222,26.4,440,237863,3,439,"1.3","8/30/2018","alive","NULL",21426,"A"
3243,3243,22219,1,"caca",223,26.2,440.89999,236063,3,116,"1.3","8/30/2018","alive","L",21426,"A"
3245,3245,22221,1,"fram",223,27.5,446.79999,236065,3,196,"1.3","8/30/2018","alive","NULL",21426,"A"
3247,3247,22223,1,"frpe",223,24.5,447.29999,236067,3,72,"1.3","8/30/2018","alive","NULL",21426,"A"
3248,3248,22224,1,"acru",223,22.6,447,236068,3,110,"1.76","8/30/2018","alive","A;M;I",21426,"A"
3251,3251,22227,1,"tiam",223,37.7,440.70001,236075,3,216,"1.3","8/30/2018","alive","NULL",21426,"A"
3260,3260,22236,1,"fram",223,33.5,448,236084,3,101,"1.34","8/30/2018","alive","A;J",21426,"A"
3263,3263,22239,1,"caca",223,31.5,443.29999,236087,3,168,"1.3","8/30/2018","alive","L",21426,"A"
3265,3265,22241,1,"frpe",223,33.6,453,236089,3,217,"1.3","8/30/2018","alive","NULL",21426,"A"
3267,3267,22243,1,"caca",223,38.7,458.5,236092,3,101,"1.2","8/30/2018","alive","A",21426,"A"
3268,3268,22244,1,"ulam",223,34.5,455,236093,3,125,"1.4","8/30/2018","alive","A;M",21426,"A"
3271,3271,22247,1,"acru",223,29.1,455.70001,236098,3,300,"1.3","8/30/2018","alive","NULL",21426,"A"
3272,3272,22248,1,"caca",223,25.9,454.39999,236099,3,130,"1.3","8/30/2018","alive","NULL",21426,"A"
3273,3273,22249,1,"litu",223,29.7,457.70001,236100,3,447,"1.3","8/30/2018","alive","NULL",21426,"A"
3275,3275,22251,1,"fram",223,22.1,457.60001,236102,3,159,"1.3","8/30/2018","alive","NULL",21426,"A"
3277,3277,22253,1,"acru",224,25,460.39999,237868,3,447,"1.3","9/12/2018","alive","NULL",21439,"A"
3278,3278,22254,1,"fram",224,25.8,460.89999,237869,3,124,"1.3","9/12/2018","alive","NULL",21439,"A"
3279,3279,22255,1,"caca",224,23,467.10001,237870,3,123,"1.3","9/12/2018","alive","M",21439,"A"
3280,3280,22256,1,"caca",224,22.7,465.5,237873,3,118,"1.3","9/12/2018","alive","NULL",21439,"A"
3281,3281,22257,1,"tiam",224,21.9,464.29999,237874,3,275,"1.3","9/12/2018","alive","NULL",21439,"A"
3282,3282,22258,1,"caca",224,32.8,461.70001,237875,3,113,"1.3","9/12/2018","alive","NULL",21439,"A"
3283,3283,22259,1,"litu",224,33.3,462,237876,3,499,"1.3","9/12/2018","alive","NULL",21439,"A"
3285,3285,22261,1,"tiam",224,35.7,461,237879,3,229,"1.3","9/12/2018","alive","NULL",21439,"A"
3287,3287,22263,1,"caca",224,34.1,465,237881,3,148,"1.3","9/12/2018","alive","NULL",21439,"A"
3288,3288,22264,1,"acru",224,38.5,467.70001,237882,3,489,"1.3","9/12/2018","alive","NULL",21439,"A"
3294,3294,22270,1,"caca",224,33.6,468.20001,237893,3,114,"1.3","9/12/2018","alive","L;M",21439,"A"
3298,3298,22274,1,"litu",224,31.3,462.89999,237900,3,718,"1.3","9/12/2018","alive","NULL",21439,"A"
3300,3300,22276,1,"nysy",224,37.6,474.60001,237902,3,195,"1.3","9/12/2018","alive","NULL",21439,"A"
3306,3306,22282,1,"prav",224,34.9,477.60001,237914,3,428,"1.3","9/12/2018","alive","NULL",21439,"A"
3309,3309,22285,1,"tiam",224,28.1,473.79999,237918,3,157,"1.3","9/12/2018","alive","NULL",21439,"A"
3310,3310,22286,1,"caca",224,28.5,476.89999,237919,3,111,"1.3","9/12/2018","alive","M",21439,"A"
3312,3312,22288,1,"nysy",224,28.7,478.29999,237921,3,238,"1.3","9/12/2018","alive","NULL",21439,"A"
3316,3316,22293,1,"tiam",224,22.8,473.79999,237925,3,144,"1.3","9/12/2018","alive","NULL",21439,"A"
3321,3321,22298,1,"acru",225,28.5,485.20001,236119,3,306,"1.3","8/30/2018","alive","NULL",21426,"A"
3323,3323,22300,1,"tiam",225,26.1,484.5,236121,3,221,"1.3","8/30/2018","alive","NULL",21426,"A"
3325,3325,22302,1,"litu",225,24.2,487.5,236123,3,379,"1.3","8/30/2018","alive","NULL",21426,"A"
3328,3328,22305,1,"fram",225,23.3,488.20001,236127,3,132,"1.3","8/30/2018","alive","NULL",21426,"A"
3333,3333,22310,1,"saal",225,34.4,480.5,236133,3,178,"1.3","8/30/2018","alive","J",21426,"A"
3334,3334,22311,1,"cato",225,40,486.20001,236134,3,413,"1.3","8/30/2018","alive","NULL",21426,"A"
3336,3336,22313,1,"litu",225,39.3,488.89999,236137,3,284,"1.3","8/30/2018","alive","NULL",21426,"A"
3337,3337,22314,1,"caovl",225,40,489,236138,3,120,"1.3","8/30/2018","alive","NULL",21426,"A"
3338,3338,22315,1,"caco",225,31,484,236139,3,553,"1.3","8/30/2018","alive","NULL",21426,"A"
3342,3342,22319,1,"cagl",225,39.5,496.39999,236145,3,223,"1.3","8/30/2018","alive","NULL",21426,"A"
3343,3343,22320,1,"cato",225,38.7,498.70001,236146,3,272,"1.3","8/30/2018","alive","NULL",21426,"A"
3346,3346,22323,1,"cato",225,26.7,486.70001,236149,3,108,"1.3","8/30/2018","alive","NULL",21426,"A"
3352,3352,22331,1,"caca",226,23.6,500.5,236157,3,105,"1.3","9/12/2018","alive","P",21439,"A"
3354,3354,22333,1,"fram",226,25.5,502.70001,236161,3,430,"1.4","9/12/2018","alive","A;M",21439,"A"
3355,3355,22334,1,"litu",226,26.3,500.29999,236163,3,514,"1.3","9/12/2018","alive","NULL",21439,"A"
3356,3356,22335,1,"cagl",226,30,508.79999,236164,3,290,"1.3","9/12/2018","alive","NULL",21439,"A"
3357,3357,22336,1,"quru",226,23.9,507.5,236165,3,829,"1.3","9/12/2018","alive","NULL",21439,"A"
3358,3358,22337,1,"ceoc",226,22.6,508.20001,236166,3,118,"1.3","9/12/2018","alive","NULL",21439,"A"
3361,3361,22340,1,"caco",226,34.8,500.39999,236170,3,258,"1.3","9/12/2018","alive","NULL",21439,"A"
3366,3366,22345,1,"quru",226,36.2,509.39999,236175,3,294,"1.3","9/12/2018","alive","NULL",21439,"A"
3368,3368,22347,1,"cato",226,30.7,506.79999,236177,3,120,"1.3","9/12/2018","alive","NULL",21439,"A"
3370,3370,22349,1,"litu",226,38.5,511.20001,236179,3,794,"1.3","9/12/2018","alive","M",21439,"A"
3373,3373,22352,1,"caovl",226,37.3,515.70001,236183,3,144,"1.3","9/12/2018","alive","NULL",21439,"A"
3374,3374,22353,1,"cagl",226,40,519.29999,236184,3,139,"1.3","9/12/2018","alive","NULL",21439,"A"
3375,3375,22354,1,"cato",226,37.8,518.20001,236185,3,305,"1.3","9/12/2018","alive","NULL",21439,"A"
3384,3384,22363,1,"caovl",226,29.9,511.89999,236194,3,174,"1.3","9/12/2018","alive","NULL",21439,"A"
3386,3386,22365,1,"cato",226,26.8,515.90002,236196,3,171,"1.3","9/12/2018","alive","NULL",21439,"A"
3389,3389,22368,1,"nysy",227,24.8,523.40002,237927,3,402,"1.3","9/12/2018","alive","NULL",21439,"A"
3391,3391,22370,1,"fram",227,27.7,525.70001,237929,3,108,"1.3","9/12/2018","alive","NULL",21439,"A"
3392,3392,22371,1,"quve",227,25.4,526.59998,237930,3,449,"1.3","9/12/2018","alive","NULL",21439,"A"
3400,3400,22380,1,"cato",227,40,527.40002,237940,3,282,"1.3","9/12/2018","alive","NULL",21439,"A"
3404,3404,22384,1,"quve",227,30.8,525,237944,3,509,"1.3","9/12/2018","alive","NULL",21439,"A"
3407,3407,22387,1,"caovl",227,37.1,532.20001,237947,3,119,"1.3","9/12/2018","alive","NULL",21439,"A"
3408,3408,22388,1,"cagl",227,40,533.70001,237948,3,329,"1.3","9/12/2018","alive","NULL",21439,"A"
3410,3410,22390,1,"cato",227,35.4,539.29999,237950,3,133,"1.3","9/12/2018","alive","NULL",21439,"A"
3411,3411,22391,1,"litu",227,30.9,535.90002,237951,3,174,"1.3","9/12/2018","alive","NULL",21439,"A"
3413,3413,22393,1,"cato",227,31.1,532.20001,237953,3,271,"1.3","9/12/2018","alive","NULL",21439,"A"
3419,3419,22399,1,"quve",227,25.1,537.40002,237961,3,669,"1.3","9/12/2018","alive","NULL",21439,"A"
3421,3421,22401,1,"litu",227,23.6,537.79999,237963,3,136,"1.3","9/12/2018","alive","NULL",21439,"A"
3422,3422,22403,1,"litu",227,22.6,535.90002,237965,3,237,"1.3","9/12/2018","alive","NULL",21439,"A"
3425,3425,22405,1,"litu",227,25.1,532.5,237967,3,140,"1.3","9/12/2018","alive","NULL",21439,"A"
3430,3430,22410,1,"litu",228,24.5,540.40002,237972,3,117,"1.3","9/12/2018","alive","M",21439,"A"
3431,3431,22411,1,"litu",228,28.8,541.40002,237974,3,187,"1.3","9/12/2018","alive","NULL",21439,"A"
3432,3432,22412,1,"cato",228,26,548.09998,237975,3,116,"1.3","9/12/2018","alive","NULL",21439,"A"
3434,3434,22414,1,"cato",228,22.2,549.09998,237977,3,211,"1.3","9/12/2018","alive","NULL",21439,"A"
3436,3436,22416,1,"litu",228,22.5,546.20001,237979,3,321,"1.3","9/12/2018","alive","NULL",21439,"A"
3439,3439,22419,1,"saal",228,20.4,543.09998,237985,3,149,"1.3","9/12/2018","alive","NULL",21439,"A"
3440,3440,22421,1,"litu",228,20.1,541.5,237986,3,177,"1.3","9/12/2018","alive","NULL",21439,"A"
3441,3441,22422,1,"nysy",228,20,540.40002,237987,3,415,"1.3","9/12/2018","alive","NULL",21439,"A"
3442,3442,22423,1,"cato",228,38.8,540.79999,237988,3,261,"1.3","9/12/2018","alive","NULL",21439,"A"
3446,3446,22427,1,"litu",228,37.5,543.79999,237992,3,523,"1.3","9/12/2018","alive","NULL",21439,"A"
3453,3453,22434,1,"cato",228,32.5,547.20001,237999,3,194,"1.3","9/12/2018","alive","NULL",21439,"A"
3454,3454,22435,1,"cato",228,32,543.70001,238000,3,132,"1.3","9/12/2018","alive","NULL",21439,"A"
3458,3458,22439,1,"cato",228,38.9,551.59998,238004,3,146,"1.3","9/12/2018","alive","NULL",21439,"A"
3460,3460,22441,1,"cato",228,39.1,554.29999,238006,3,615,"1.3","9/12/2018","alive","NULL",21439,"A"
3461,3461,22442,1,"cato",228,35.1,556.40002,238007,3,125,"1.3","9/12/2018","alive","NULL",21439,"A"
3464,3464,22445,1,"litu",228,31.2,558.70001,238010,3,621,"1.3","9/12/2018","alive","NULL",21439,"A"
3469,3469,22450,1,"saal",228,31.8,550.90002,238015,3,227,"1.3","9/12/2018","alive","NULL",21439,"A"
3471,3471,22452,1,"litu",228,23.9,551.70001,238017,3,516,"1.3","9/12/2018","alive","NULL",21439,"A"
3472,3472,22454,1,"litu",228,25.5,554.09998,238018,3,164,"1.3","9/12/2018","alive","NULL",21439,"A"
3474,3474,22456,1,"cagl",228,30.3,550.40002,238020,3,105,"1.3","9/12/2018","alive","NULL",21439,"A"
3479,3479,22461,1,"litu",228,20.1,559.79999,238025,3,184,"1.3","9/12/2018","alive","NULL",21439,"A"
3480,3480,22462,1,"litu",228,20.1,557.5,238026,3,144,"1.3","9/12/2018","alive","NULL",21439,"A"
3482,3482,22464,1,"litu",228,20.7,556.09998,238028,3,210,"1.3","9/12/2018","alive","NULL",21439,"A"
3483,3483,22465,1,"litu",228,20.3,555.5,238029,3,424,"1.3","9/12/2018","alive","NULL",21439,"A"
3485,3485,22467,1,"litu",228,21.5,552.59998,238031,3,238,"1.3","9/12/2018","alive","NULL",21439,"A"
3487,3487,22469,1,"litu",229,22.9,560.90002,238033,3,135,"1.3","9/12/2018","alive","NULL",21439,"A"
3496,3496,22478,1,"litu",229,25.9,569.79999,238042,3,631,"1.3","9/12/2018","alive","NULL",21439,"A"
3498,3498,22480,1,"cato",229,23.9,569.90002,238044,3,176,"1.3","9/12/2018","alive","NULL",21439,"A"
3503,3503,22485,1,"litu",229,21.6,562.90002,238049,3,165,"1.3","9/12/2018","alive","NULL",21439,"A"
3505,3505,22487,1,"cato",229,33.8,562.09998,238051,3,105,"1.3","9/12/2018","alive","NULL",21439,"A"
3507,3507,22489,1,"cato",229,36.1,561.79999,238053,3,137,"1.3","9/12/2018","alive","NULL",21439,"A"
3508,3508,22490,1,"cato",229,38.9,561.70001,238054,3,152,"1.3","9/12/2018","alive","NULL",21439,"A"
3509,3509,22491,1,"litu",229,36.3,565.29999,238055,3,792,"1.3","9/12/2018","alive","NULL",21439,"A"
3510,3510,22492,1,"litu",229,37.5,566.20001,238056,3,142,"1.3","9/12/2018","alive","NULL",21439,"A"
3511,3511,22493,1,"cato",229,36.1,566.29999,238057,3,132,"1.3","9/12/2018","alive","NULL",21439,"A"
3517,3517,22499,1,"cato",229,31.2,561.40002,238063,3,118,"1.3","9/12/2018","alive","NULL",21439,"A"
3519,3519,22501,1,"caovl",229,31.8,572.5,238065,3,135,"1.3","9/12/2018","alive","NULL",21439,"A"
3520,3520,22502,1,"litu",229,32.5,572.59998,238066,3,387,"1.3","9/12/2018","alive","NULL",21439,"A"
3521,3521,22503,1,"litu",229,35,572.20001,238067,3,203,"1.3","9/12/2018","alive","NULL",21439,"A"
3522,3522,22504,1,"litu",229,35.9,572.40002,238068,3,479,"1.3","9/12/2018","alive","NULL",21439,"A"
3527,3527,22509,1,"cato",229,37.4,579.5,238074,3,196,"1.3","9/12/2018","alive","NULL",21439,"A"
3530,3530,22512,1,"caovl",229,33.4,578.29999,238077,3,204,"1.3","9/12/2018","alive","NULL",21439,"A"
3532,3532,22514,1,"litu",229,30.9,576.40002,238079,3,515,"1.3","9/12/2018","alive","NULL",21439,"A"
3533,3533,22515,1,"litu",229,31.8,576.09998,238080,3,452,"1.3","9/12/2018","alive","NULL",21439,"A"
3538,3538,22520,1,"cato",229,26.1,575.20001,238085,3,224,"1.3","9/12/2018","alive","NULL",21439,"A"
3540,3540,22522,1,"litu",229,28.8,578,238087,3,598,"1.3","9/12/2018","alive","NULL",21439,"A"
3552,3552,22534,1,"litu",230,21.4,589.59998,238113,3,466,"1.3","9/12/2018","alive","NULL",21439,"A"
3553,3553,22535,1,"cato",230,20.2,584.90002,238114,3,101,"1.3","9/12/2018","alive","NULL",21439,"A"
3556,3556,22538,1,"qupr",230,22.9,582.59998,238117,3,284,"1.3","9/12/2018","alive","NULL",21439,"A"
3558,3558,22540,1,"litu",230,36.3,580.29999,238119,3,551,"1.3","9/12/2018","alive","NULL",21439,"A"
3562,3562,22544,1,"cato",230,38.6,587,238123,3,112,"1.3","9/12/2018","alive","NULL",21439,"A"
3563,3563,22545,1,"litu",230,37.2,586.90002,238124,3,650,"1.3","9/12/2018","alive","NULL",21439,"A"
3570,3570,22552,1,"caovl",230,37.3,594.5,238131,3,311,"1.3","9/12/2018","alive","NULL",21439,"A"
3577,3577,22559,1,"litu",230,30.9,594.70001,238138,3,563,"1.3","9/12/2018","alive","NULL",21439,"A"
3579,3579,22561,1,"caovl",230,31.9,592.29999,238140,3,193,"1.3","9/12/2018","alive","NULL",21439,"A"
3582,3582,22564,1,"litu",230,25.4,592.79999,238143,3,741,"1.3","9/12/2018","alive","NULL",21439,"A"
3583,3583,22565,1,"litu",230,27.5,592.59998,238144,3,667,"1.3","9/12/2018","alive","NULL",21439,"A"
3589,3589,22571,1,"litu",230,21,600,238150,3,658,"1.3","9/12/2018","alive","NULL",21439,"A"
3639,3639,22623,1,"caovl",232,21.4,629.70001,238205,3,152,"1.3","9/12/2018","alive","NULL",21439,"A"
3640,3640,22624,1,"litu",232,21,625.40002,238206,3,306,"1.3","9/12/2018","alive","NULL",21439,"A"
3645,3645,22629,1,"litu",232,36.8,626.70001,238211,3,715,"1.3","9/12/2018","alive","NULL",21439,"A"
3646,3646,22630,1,"litu",232,30.9,630,238212,3,420,"1.3","9/12/2018","alive","NULL",21439,"A"
3649,3649,22633,1,"litu",232,34.2,630.90002,238215,3,408,"1.3","9/12/2018","alive","NULL",21439,"A"
3650,3650,22634,1,"litu",232,37.7,631.90002,238216,3,304,"1.3","9/12/2018","alive","NULL",21439,"A"
3652,3652,22636,1,"litu",232,39.9,633.09998,238218,3,106,"1.3","9/12/2018","alive","NULL",21439,"A"
3655,3655,22639,1,"litu",232,35.6,636.29999,238221,3,645,"1.3","9/12/2018","alive","M",21439,"A"
3663,3663,22647,1,"litu",232,29.6,639.09998,238230,3,536,"1.3","9/12/2018","alive","NULL",21439,"A"
3664,3664,22648,1,"litu",232,25.8,637.20001,238231,3,171,"1.3","9/12/2018","alive","NULL",21439,"A"
3666,3666,22650,1,"litu",232,20.3,635.09998,238233,3,321,"1.3","9/12/2018","alive","NULL",21439,"A"
3676,3676,30012,1,"litu",301,48.7,11.1,238269,3,309,"1.3","9/6/2018","alive","NULL",21433,"A"
3680,3680,30017,1,"juni",301,47,19.5,238277,3,252,"1.3","9/6/2018","alive","NULL",21433,"A"
3697,3697,30034,1,"ceoc",302,42.6,23,238679,3,105,"1.3","9/6/2018","alive","NULL",21433,"A"
3702,3702,30039,1,"fram",302,44.6,22.7,238684,3,926,"1.3","9/6/2018","alive","NULL",21433,"A"
3703,3703,30041,1,"caco",302,44.4,24.5,238685,3,588,"1.3","9/6/2018","alive","NULL",21433,"A"
3708,3708,30046,1,"litu",302,41.6,29.6,238692,3,158,"1.3","9/6/2018","alive","NULL",21433,"A"
3709,3709,30047,1,"litu",302,43.9,28,238693,3,510,"1.3","9/6/2018","alive","NULL",21433,"A"
3711,3711,30049,1,"caca",302,49.6,27.6,238695,3,130,"1.3","9/6/2018","alive","NULL",21433,"A"
3713,3713,30051,1,"caca",302,41.7,33.9,238702,3,126,"1.1","9/6/2018","alive","A;M",21433,"A"
3714,3714,30052,1,"caca",302,42.9,38.8,238704,3,186,"1.3","9/6/2018","alive","M",21433,"A"
